,ds,y,yhat1,upper,lower,anomalía,y_original,anomalia_real
0,2022-03-01 00:00:00,302.1159355743672,,,,False,302.1159355743672,False
1,2022-03-01 00:10:00,315.1996611244434,,,,False,315.1996611244434,False
2,2022-03-01 00:20:00,328.25445215487,,,,False,328.25445215487,False
3,2022-03-01 00:30:00,341.2554571834175,,,,False,341.2554571834175,False
4,2022-03-01 00:40:00,354.1779271165309,,,,False,354.1779271165309,False
5,2022-03-01 00:50:00,366.9972623622939,371.017822265625,421.6958640850727,320.3397804461773,False,366.9972623622939,False
6,2022-03-01 01:00:00,379.6890596590488,383.8348388671875,434.5128806866352,333.1567970477398,False,379.6890596590488,False
7,2022-03-01 01:10:00,392.2291585301092,396.3822937011719,447.06033552061956,345.7042518817242,False,392.2291585301092,False
8,2022-03-01 01:20:00,404.5936872763176,408.65142822265625,459.32947004210394,357.97338640320856,False,404.5936872763176,False
9,2022-03-01 01:30:00,416.7591084189441,420.6399230957031,471.3179649151508,369.96188127625544,False,416.7591084189441,False
10,2022-03-01 01:40:00,428.7022635063514,432.3501281738281,483.0281699932758,381.67208635438044,False,428.7022635063514,False
11,2022-03-01 01:50:00,440.4004171990673,443.7870178222656,494.4650596417133,393.10897600281794,False,440.4004171990673,False
12,2022-03-01 02:00:00,451.83130054939744,454.9559631347656,505.6340049542133,404.27792131531794,False,451.83130054939744,False
13,2022-03-01 02:10:00,462.97315339333807,465.86077880859375,516.5388206280414,415.18273698914606,False,462.97315339333807,False
14,2022-03-01 02:20:00,473.8047657738129,476.5017395019531,527.1797813214008,425.82369768250544,False,473.8047657738129,False
15,2022-03-01 02:30:00,484.30551831652747,486.8743591308594,537.5524009503071,436.1963173114117,False,484.30551831652747,False
16,2022-03-01 02:40:00,494.45542148171126,496.9685974121094,547.6466392315571,446.2905555926617,False,494.45542148171126,False
17,2022-03-01 02:50:00,504.2351536166811,506.76806640625,557.4461082256977,456.0900245868023,False,504.2351536166811,False
18,2022-03-01 03:00:00,513.6260977372101,516.25048828125,566.9285301006977,465.5724464618023,False,513.6260977372101,False
19,2022-03-01 03:10:00,522.6103769672623,525.388427734375,576.0664695538227,474.7103859149273,False,522.6103769672623,False
20,2022-03-01 03:20:00,531.1708885700334,534.1498413085938,584.8278831280414,483.47179948914606,False,531.1708885700334,False
21,2022-03-01 03:30:00,539.2913365051297,542.500244140625,593.1782859600727,491.8222023211773,False,539.2913365051297,False
22,2022-03-01 03:40:00,546.9562624502643,550.4038696289062,601.0819114483539,499.72582780945856,False,546.9562624502643,False
23,2022-03-01 03:50:00,554.1510752281374,557.825439453125,608.5034812725727,507.1473976336773,False,554.1510752281374,False
24,2022-03-01 04:00:00,560.862078582611,564.732177734375,615.4102195538227,514.0541359149273,False,560.862078582611,False
25,2022-03-01 04:10:00,567.0764972513239,571.0950927734375,621.7731345928852,520.4170509539898,False,567.0764972513239,False
26,2022-03-01 04:20:00,572.7825012850706,576.890380859375,627.5684226788227,526.2123390399273,False,572.7825012850706,False
27,2022-03-01 04:30:00,577.9692285676177,582.100341796875,632.7783836163227,531.4222999774273,False,577.9692285676177,False
28,2022-03-01 04:40:00,582.6268054931306,586.7134399414062,637.3914817608539,536.0353981219586,False,582.6268054931306,False
29,2022-03-01 04:50:00,586.746365761903,590.7251586914062,641.4032005108539,540.0471168719586,False,586.746365761903,False
30,2022-03-01 05:00:00,590.3200672584557,594.1365356445312,644.8145774639789,543.4584938250836,False,590.3200672584557,False
31,2022-03-01 05:10:00,593.3411069800572,596.9541625976562,647.6322044171039,546.2761207782086,False,593.3411069800572,False
32,2022-03-01 05:20:00,595.8037339870993,599.1882934570312,649.8663352764789,548.5102516375836,False,595.8037339870993,False
33,2022-03-01 05:30:00,597.7032603507494,600.8526000976562,651.5306419171039,550.1745582782086,False,597.7032603507494,False
34,2022-03-01 05:40:00,599.0360700770375,601.961181640625,652.6392234600727,551.2831398211773,False,599.0360700770375,False
35,2022-03-01 05:50:00,599.7996259903769,602.5281982421875,653.2062400616352,551.8501564227398,False,599.7996259903769,False
36,2022-03-01 06:00:00,599.9924745633848,602.5661010742188,653.2441428936664,551.8880592547711,False,599.9924745633848,False
37,2022-03-01 06:10:00,599.6142486838756,602.0843505859375,652.7623924053852,551.4063087664898,False,599.6142486838756,False
38,2022-03-01 06:20:00,598.6656683537012,601.0894165039062,651.7674583233539,550.4113746844586,False,598.6656683537012,False
39,2022-03-01 06:30:00,597.148539318132,599.5830688476562,650.2611106671039,548.9050270282086,False,597.148539318132,False
40,2022-03-01 06:40:00,595.0657496283957,597.563720703125,648.2417625225727,546.8856788836773,False,595.0657496283957,False
41,2022-03-01 06:50:00,592.421264143884,595.0257568359375,645.7037986553852,544.3477150164898,False,592.421264143884,False
42,2022-03-01 07:00:00,589.2201169845509,591.9609985351562,642.6390403546039,541.2829567157086,False,589.2201169845509,False
43,2022-03-01 07:10:00,585.4684019477935,588.3594970703125,639.0375388897602,537.6814552508648,False,585.4684019477935,False
44,2022-03-01 07:20:00,581.1732609081266,584.2110595703125,634.8891013897602,533.5330177508648,False,581.1732609081266,False
45,2022-03-01 07:30:00,576.3428702217161,579.506591796875,630.1846336163227,528.8285499774273,False,576.3428702217161,False
46,2022-03-01 07:40:00,570.9864251616198,574.2391967773438,624.9172385967914,523.5611549578961,False,570.9864251616198,False
47,2022-03-01 07:50:00,565.1141224133804,568.40625,619.0842918194477,517.7282081805523,False,565.1141224133804,False
48,2022-03-01 08:00:00,558.7371406643276,562.0098266601562,612.6878684796039,511.33178484070856,False,558.7371406643276,False
49,2022-03-01 08:10:00,551.8676193235201,555.0575561523438,605.7355979717914,504.37951433289606,False,551.8676193235201,False
50,2022-03-01 08:20:00,544.518635412798,547.5633544921875,598.2413963116352,496.8853126727398,False,544.518635412798,False
51,2022-03-01 08:30:00,536.7041786729601,539.547119140625,590.2251609600727,488.8690773211773,False,536.7041786729601,False
52,2022-03-01 08:40:00,528.4391249325006,531.0341796875,581.7122215069477,480.3561378680523,False,528.4391249325006,False
53,2022-03-01 08:50:00,519.7392077895811,522.0547485351562,572.7327903546039,471.37670671570856,False,519.7392077895811,False
54,2022-03-01 09:00:00,510.6209886610163,512.642578125,563.3206199444477,461.9645363055523,False,510.6209886610163,False
55,2022-03-01 09:10:00,501.1018252555672,502.8334045410156,553.5114463604633,452.15536272156794,False,501.1018252555672,False
56,2022-03-01 09:20:00,491.1998385312164,492.6636962890625,543.3417381085102,441.9856544696148,False,491.1998385312164,False
57,2022-03-01 09:30:00,480.93387819961606,482.1686706542969,532.8467124737446,431.4906288348492,False,480.93387819961606,False
58,2022-03-01 09:40:00,470.3234868432536,471.3813781738281,522.0594199932758,420.70333635438044,False,470.3234868432536,False
59,2022-03-01 09:50:00,459.3888627136096,460.330810546875,511.0088523663227,409.6527687274273,False,459.3888627136096,False
60,2022-03-01 10:00:00,448.1508212810732,449.04156494140625,499.71960676085394,398.36352312195856,False,448.1508212810732,False
61,2022-03-01 10:10:00,436.63075561017433,437.5332946777344,488.21133649718206,386.8552528582867,False,436.63075561017433,False
62,2022-03-01 10:20:00,424.850595635023,425.8201599121094,476.49820173155706,375.1421180926617,False,424.850595635023,False
63,2022-03-01 10:30:00,412.8327664128268,413.9121398925781,464.5901817120258,363.23409807313044,False,412.8327664128268,False
64,2022-03-01 10:40:00,400.60014543492497,401.8149719238281,452.4930137432758,351.13693010438044,False,400.60014543492497,False
65,2022-03-01 10:50:00,388.1760190765758,389.5325622558594,440.21060407530706,338.8545204364117,False,388.1760190765758,False
66,2022-03-01 11:00:00,375.5840382682193,377.06732177734375,427.74536359679144,326.38927995789606,False,375.5840382682193,False
67,2022-03-01 11:10:00,362.8481734730029,364.4227600097656,415.1008018292133,313.74471819031794,False,362.8481734730029,False
68,2022-03-01 11:20:00,349.9926690557928,351.605224609375,402.2832664288227,300.9271827899273,False,349.9926690557928,False
69,2022-03-01 11:30:00,337.0419971309393,338.6252136230469,389.30325544249456,287.9471718035992,False,337.0419971309393,False
70,2022-03-01 11:40:00,324.0208109764789,325.49884033203125,376.17688215147894,274.82079851258356,False,324.0208109764789,False
71,2022-03-01 11:50:00,310.953898103399,312.2491455078125,362.9271873272602,261.5711036883648,False,310.953898103399,False
72,2022-03-01 12:00:00,297.86613306937267,298.9064636230469,349.58450544249456,248.22842180359916,False,297.86613306937267,False
73,2022-03-01 12:10:00,284.7824301268565,285.5081787109375,336.1862205303852,234.8301368914898,False,284.7824301268565,False
74,2022-03-01 12:20:00,271.72769579562504,272.098388671875,322.7764304913227,221.4203468524273,False,271.72769579562504,False
75,2022-03-01 12:30:00,258.72678144995655,258.7264404296875,309.4044822491352,208.0483986102398,False,258.72678144995655,False
76,2022-03-01 12:40:00,245.804436010796,245.44525146484375,296.12329328429144,194.76720964539604,False,245.804436010796,False
77,2022-03-01 12:50:00,232.98525883301932,232.30899047851562,282.9870322979633,181.6309486590679,False,232.98525883301932,False
78,2022-03-01 13:00:00,220.29365287743155,219.37060546875,270.0486472881977,168.6925636493023,False,220.29365287743155,False
79,2022-03-01 13:10:00,207.7537782564759,206.67913818359375,257.35718000304144,156.00109636414604,False,207.7537782564759,False
80,2022-03-01 13:20:00,195.38950624238825,194.27700805664062,244.95504987608834,143.5989662371929,False,195.38950624238825,False
81,2022-03-01 13:30:00,183.22437382519183,182.1977081298828,232.87574994933053,131.5196663104351,False,183.22437382519183,False
82,2022-03-01 13:40:00,171.28153890688267,170.4637908935547,221.1418327130024,119.78574907410697,False,171.28153890688267,False
83,2022-03-01 13:50:00,159.58373621749593,159.08546447753906,209.76350629698678,108.40742265809135,False,159.58373621749593,False
84,2022-03-01 14:00:00,148.1532340364993,148.05982971191406,198.73787153136178,97.38178789246635,False,148.1532340364993,False
85,2022-03-01 14:10:00,137.01179180229275,137.37130737304688,188.0493491924946,86.69326555359916,False,137.01179180229275,False
86,2022-03-01 14:20:00,126.18061869033284,126.99237823486328,177.670420054311,76.31433641541557,False,126.18061869033284,False
87,2022-03-01 14:30:00,115.68033323869486,116.8856430053711,167.5636848248188,66.20760118592338,False,115.68033323869486,False
88,2022-03-01 14:40:00,105.5309240979941,107.0063705444336,157.6844123638813,56.32832872498589,False,105.5309240979941,False
89,2022-03-01 14:50:00,95.75171198043536,97.30587768554688,147.9839195049946,46.62783586609917,False,95.75171198043536,False
90,2022-03-01 15:00:00,86.36131288037603,87.73538208007812,138.41342389952584,37.05734026063042,False,86.36131288037603,False
91,2022-03-01 15:10:00,77.37760263628653,78.24998474121094,128.92802656065865,27.57194292176323,False,77.37760263628653,False
92,2022-03-01 15:20:00,68.81768290187901,68.81298065185547,119.49102247130318,18.134938832407762,False,68.81768290187901,False
93,2022-03-01 15:30:00,60.69784859081568,59.399635314941406,110.07767713438912,8.7215934954937,False,60.69784859081568,False
94,2022-03-01 15:40:00,53.033556857272,50.00069046020508,100.67873227965279,-0.6773513592426283,False,53.033556857272,False
95,2022-03-01 15:50:00,45.83939767126412,40.62512969970703,91.30317151915474,-10.052912119740675,False,45.83939767126412,False
96,2022-03-01 16:00:00,39.12906604474017,34.37422180175781,85.05226362120553,-16.303820017689894,False,39.12906604474017,False
97,2022-03-01 16:10:00,32.915335961297444,30.753231048583984,81.4312728680317,-19.924810770863722,False,32.915335961297444,False
98,2022-03-01 16:20:00,27.21003605935789,26.89102554321289,77.5690673626606,-23.787016276234816,False,27.21003605935789,False
99,2022-03-01 16:30:00,22.02402711476128,22.86756706237793,73.54560888182564,-27.810474757069777,False,22.02402711476128,False
100,2022-03-01 16:40:00,17.367181365872227,18.779939651489258,69.45798147093697,-31.89810216795845,False,17.367181365872227,False
101,2022-03-01 16:50:00,13.248363720515044,14.738837242126465,65.41687906157418,-35.93920457732124,False,13.248363720515044,False
102,2022-03-01 17:00:00,9.675414880484595,10.864001274108887,61.54204309355659,-39.81404054533882,False,9.675414880484595,False
103,2022-03-01 17:10:00,6.655136415742732,7.278972148895264,57.95701396834297,-43.39906967055244,False,6.655136415742732,False
104,2022-03-01 17:20:00,4.19327781674491,4.105647087097168,54.783688906544874,-46.57239473235054,False,4.19327781674491,False
105,2022-03-01 17:30:00,2.2945255495532706,1.4584856033325195,52.136527422780226,-49.21955621611519,False,2.2945255495532706,False
106,2022-03-01 17:40:00,0.9624941345471713,-0.5608966946601868,50.11714512478752,-51.23893851410789,False,0.9624941345471713,False
107,2022-03-01 17:50:00,0.1997192657006508,-1.8685821294784546,48.80945968996925,-52.54662394892616,False,0.1997192657006508,False
108,2022-03-01 18:00:00,0.0076529835752126,-2.4025421142578125,48.275499705189894,-53.08058393370552,False,0.0076529835752126,False
109,2022-03-01 18:10:00,0.3866609111640855,-2.1257948875427246,48.55224693190498,-52.80383670699043,False,0.3866609111640855,False
110,2022-03-01 18:20:00,1.3360215578879888,-1.0283145904541016,49.649727228993605,-51.70635640990181,False,1.3360215578879888,False
111,2022-03-01 18:30:00,2.853927693040873,0.8724159002304077,51.550457719678114,-49.8056259192173,False,2.853927693040873,False
112,2022-03-01 18:40:00,4.937489786086076,3.5319936275482178,54.210035446995924,-47.14604819189949,False,4.937489786086076,False
113,2022-03-01 18:50:00,7.582741507258788,6.881254196166992,57.5592960156147,-43.796787623280714,False,7.582741507258788,False
114,2022-03-01 19:00:00,10.784647277985528,10.829428672790527,61.507470492238234,-39.84861314665718,False,10.784647277985528,False
115,2022-03-01 19:10:00,14.53711185674348,15.268390655517578,65.94643247496529,-35.40965116393013,False,14.53711185674348,False
116,2022-03-01 19:20:00,18.83299194217113,20.07781410217285,70.75585592162057,-30.600227717274855,False,18.83299194217113,False
117,2022-03-01 19:30:00,23.664109771227004,25.13062286376953,75.80866468321724,-25.547418955678175,False,23.664109771227004,False
118,2022-03-01 19:40:00,29.021268686655844,30.298871994018555,80.97691381346627,-20.379169825429152,False,29.021268686655844,False
119,2022-03-01 19:50:00,34.89427064400098,35.45939254760742,86.13743436705514,-15.218649271840285,False,34.89427064400098,False
120,2022-03-01 20:00:00,41.27193562488259,40.49917984008789,91.1772216595356,-10.178861979359816,False,41.27193562488259,False
121,2022-03-01 20:10:00,48.1421229196107,45.31993103027344,95.99797284972115,-5.358110789174269,False,48.1421229196107,False
122,2022-03-01 20:20:00,55.49175423866152,49.8419189453125,100.51996076476021,-0.8361228741352065,False,55.49175423866152,False
123,2022-03-01 20:30:00,63.30683860878472,58.98881149291992,109.66685331236764,8.310769673472215,False,63.30683860878472,False
124,2022-03-01 20:40:00,71.57249900668876,69.28147888183594,119.95952070128365,18.60343706238823,False,71.57249900668876,False
125,2022-03-01 20:50:00,80.27300067939248,79.5438461303711,130.2218879498188,28.865804310923387,False,80.27300067939248,False
126,2022-03-01 21:00:00,89.39178109734266,89.77168273925781,140.44972455870553,39.093640919810106,False,89.39178109734266,False
127,2022-03-01 21:10:00,98.91148148329157,99.97994232177734,150.65798414122506,49.30190050232964,False,98.91148148329157,False
128,2022-03-01 21:20:00,108.81397985705787,110.19969940185547,160.87774122130318,59.52165758240776,False,108.81397985705787,False
129,2022-03-01 21:30:00,119.08042553295914,120.47444915771484,171.15249097716256,69.79640733826713,False,119.08042553295914,False
130,2022-03-01 21:40:00,129.69127500463185,130.85586547851562,181.53390729796334,80.17782365906791,False,129.69127500463185,False
131,2022-03-01 21:50:00,140.62632914851497,141.39918518066406,192.07722700011178,90.72114336121635,False,140.62632914851497,False
132,2022-03-01 22:00:00,151.8647716756033,152.1588897705078,202.83693158995553,101.4808479510601,False,151.8647716756033,False
133,2022-03-01 22:10:00,163.38520875783013,163.1844940185547,213.8625358380024,112.50645219910697,False,163.38520875783013,False
134,2022-03-01 22:20:00,175.1657097540863,174.51681518554688,225.1948570049946,123.83877336609916,False,175.1657097540863,False
135,2022-03-01 22:30:00,187.1838489579873,186.18515014648438,236.8631919659321,135.50710832703666,False,187.1838489579873,False
136,2022-03-01 22:40:00,199.4167482880724,198.20513916015625,248.88318097960396,147.52709734070854,False,199.4167482880724,False
137,2022-03-01 22:50:00,211.84112083921931,210.5775909423828,261.2556327618305,159.8995491229351,False,211.84112083921931,False
138,2022-03-01 23:00:00,224.433315212312,223.28842163085938,273.96646345030706,172.61037981141166,False,224.433315212312,False
139,2022-03-01 23:10:00,237.16936053770405,236.30926513671875,286.98730695616644,185.63122331727104,False,237.16936053770405,False
140,2022-03-01 23:20:00,250.0250121068176,249.59901428222656,300.27705610167425,198.92097246277885,False,250.0250121068176,False
141,2022-03-01 23:30:00,262.975797525196,263.1062316894531,313.7842735089008,212.4281898700054,False,262.975797525196,False
142,2022-03-01 23:40:00,275.99706329873624,276.771728515625,327.4497703350727,226.0936866961773,False,275.99706329873624,False
143,2022-03-01 23:50:00,289.0640217649196,290.53179931640625,341.20984113585394,239.85375749695854,False,289.0640217649196,False
144,2022-03-02 00:00:00,302.1517982792807,301.2301330566406,351.9081748760883,250.5520912371929,False,302.1517982792807,False
145,2022-03-02 00:10:00,315.2354785674576,314.9851379394531,365.6631797589008,264.30709612000544,False,315.2354785674576,False
146,2022-03-02 00:20:00,328.2901561528354,328.6463928222656,379.3244346417133,277.96835100281794,False,328.2901561528354,False
147,2022-03-02 00:30:00,341.2909797691927,342.1611022949219,392.83914411436956,291.4830604754742,False,341.2909797691927,False
148,2022-03-02 00:40:00,354.21320066826536,355.48455810546875,406.16259992491644,304.80651628602106,False,354.21320066826536,False
149,2022-03-02 00:50:00,367.0322197322223,368.5814208984375,419.2594627178852,317.9033790789898,False,367.0322197322223,False
150,2022-03-02 01:00:00,379.7236343012989,381.4256286621094,432.10367048155706,330.7475868426617,False,379.7236343012989,False
151,2022-03-02 01:10:00,392.2632846273803,394.0003356933594,444.67837751280706,343.3222938739117,False,392.2632846273803,False
152,2022-03-02 01:20:00,404.6272998651564,406.2967529296875,456.9747947491352,355.6187111102398,False,404.6272998651564,False
153,2022-03-02 01:30:00,416.792143513475,418.3125,468.9905418194477,367.6344581805523,False,416.792143513475,False
154,2022-03-02 01:40:00,428.7346582199858,430.0501403808594,480.72818220030706,379.3720985614117,False,428.7346582199858,False
155,2022-03-02 01:50:00,440.43210986426527,441.5144348144531,492.1924766339008,390.83639299500544,False,440.43210986426527,False
156,2022-03-02 02:00:00,451.86223083510447,452.71087646484375,503.38891828429144,402.03283464539606,False,451.86223083510447,False
157,2022-03-02 02:10:00,463.0032624197564,463.6432189941406,514.3212608135883,412.96517717469294,False,463.0032624197564,False
158,2022-03-02 02:20:00,473.8339962244902,474.3117370605469,524.9897788799946,423.6336952410992,False,473.8339962244902,False
159,2022-03-02 02:30:00,484.33381454753686,484.71197509765625,535.3900169171039,434.03393327820856,False,484.33381454753686,False
160,2022-03-02 02:40:00,494.48272962751946,494.83380126953125,545.5118430889789,444.15575945008356,False,494.48272962751946,False
161,2022-03-02 02:50:00,504.2614216927152,504.6610107421875,555.3390525616352,453.9829689227398,False,504.2614216927152,False
162,2022-03-02 03:00:00,513.651275738755,514.1712646484375,564.8493064678852,463.4932228289898,False,513.651275738755,False
163,2022-03-02 03:10:00,522.6344169647738,523.3369140625,574.0149558819477,472.6588722430523,False,522.6344169647738,False
164,2022-03-02 03:20:00,531.1937448002572,532.1261596679688,582.8042014874164,481.44811784852106,False,531.1937448002572,False
165,2022-03-02 03:30:00,539.3129654582767,540.5045166015625,591.1825584210102,489.8264747821148,False,539.3129654582767,False
166,2022-03-02 03:40:00,546.9766229528267,548.43603515625,599.1140769756977,497.7579933368023,False,546.9766229528267,False
167,2022-03-02 03:50:00,554.1701285212669,555.885498046875,606.5635398663227,505.2074562274273,False,554.1701285212669,False
168,2022-03-02 04:00:00,560.8797883958925,562.8203735351562,613.4984153546039,512.1423317157086,False,560.8797883958925,False
169,2022-03-02 04:10:00,567.0928298718558,569.2113647460938,619.8894065655414,518.5333229266461,False,567.0928298718558,False
170,2022-03-02 04:20:00,572.7974256215898,575.0347900390625,625.7128318585102,524.3567482196148,False,572.7974256215898,False
171,2022-03-02 04:30:00,577.9827162097145,580.27294921875,630.9509910381977,529.5949073993023,False,577.9827162097145,False
172,2022-03-02 04:40:00,582.6388307653474,584.9144287109375,635.5924705303852,534.2363868914898,False,582.6388307653474,False
173,2022-03-02 04:50:00,586.7569057725732,588.9544067382812,639.6324485577289,538.2763649188336,False,586.7569057725732,False
174,2022-03-02 05:00:00,590.3291019433068,592.3941650390625,643.0722068585102,541.7161232196148,False,590.3291019433068,False
175,2022-03-02 05:10:00,593.3486191403988,595.2401123046875,645.9181541241352,544.5620704852398,False,593.3486191403988,False
176,2022-03-02 05:20:00,595.8097093225631,597.5028686523438,648.1809104717914,546.8248268328961,False,595.8097093225631,False
177,2022-03-02 05:30:00,597.7076874865097,599.1956787109375,649.8737205303852,548.5176368914898,False,597.7076874865097,False
178,2022-03-02 05:40:00,599.0389405854748,600.3328857421875,651.0109275616352,549.6548439227398,False,599.0389405854748,False
179,2022-03-02 05:50:00,599.8009344071025,600.9285278320312,651.6065696514789,550.2504860125836,False,599.8009344071025,False
180,2022-03-02 06:00:00,599.9922183976599,600.9950561523438,651.6730979717914,550.3170143328961,False,599.9922183976599,False
181,2022-03-02 06:10:00,599.6124284233446,600.5422973632812,651.2203391827289,549.8642555438336,False,599.6124284233446,False
182,2022-03-02 06:20:00,598.6622874634638,599.5762329101562,650.2542747296039,548.8981910907086,False,598.6622874634638,False
